"inputWord","inputType","output","actualOutput"
"rptj;jk;gp","Legacy Font Encoding","சிவத்தம்பி","சிவத்தம்பி"
"tpsq;fptUfpd;whh;.","Legacy Font Encoding","விளங்கிவருகின்றார்.","விளங்கிவருகின்றார்."
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"tuyhw;Wj;","Legacy Font Encoding","வரலாற்றுத்","வரலாற்றுத்"
"Jiwapy;","Legacy Font Encoding","துறையில்","துறையில்"
"Xh;","Legacy Font Encoding","ஓர்","ஓர்"
"cyfshtpa","Legacy Font Encoding","உலகளாவிய","உலகளாவிய"
"Kaw;rp;","Legacy Font Encoding","முயற்சி;","முயற்சி;"
"gj;njhd;gjhk;","Legacy Font Encoding","பத்தொன்பதாம்","பத்தொன்பதாம்"
"E}w;whz;L","Legacy Font Encoding","நூற்றாண்டு","நூற்றாண்டு"
"Kjyhfj;","Legacy Font Encoding","முதலாகத்","முதலாகத்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"tuyhW","Legacy Font Encoding","வரலாறு","வரலாறு"
"vOJk;","Legacy Font Encoding","எழுதும்","எழுதும்"
"Kaw;rpfs;","Legacy Font Encoding","முயற்சிகள்","முயற்சிகள்"
"eilngw;W","Legacy Font Encoding","நடைபெற்று","நடைபெற்று"
"te;Js;sd.","Legacy Font Encoding","வந்துள்ளன.","வந்துள்ளன."
"jkpopYk;","Legacy Font Encoding","தமிழிலும்","தமிழிலும்"
"Mq;fpyj;jpYkhf","Legacy Font Encoding","ஆங்கிலத்திலுமாக","ஆங்கிலத்திலுமாக"
">j;Jiw","Legacy Font Encoding","இத்துறை","இத்துறை"
"njhlh;ghfg;","Legacy Font Encoding","தொடர்பாகப்","தொடர்பாகப்"
"gy;NtW","Legacy Font Encoding","பல்வேறு","பல்வேறு"
"E}y;fs;","Legacy Font Encoding","நூல்கள்","நூல்கள்"
"ntspte;Js;sd.","Legacy Font Encoding","வெளிவந்துள்ளன.","வெளிவந்துள்ளன."
"mtw;Wl;","Legacy Font Encoding","அவற்றுட்","அவற்றுட்"
"rpy","Legacy Font Encoding","சில","சில"
"E}y;fs;","Legacy Font Encoding","நூல்கள்","நூல்கள்"
"fhj;jpukhdit.","Legacy Font Encoding","காத்திரமானவை.","காத்திரமானவை."
"MapDk;,","Legacy Font Encoding","ஆயினும்இ","ஆயினும்இ"
"ngUk;ghyhdit","Legacy Font Encoding","பெரும்பாலானவை","பெரும்பாலானவை"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"tuyhWfs;","Legacy Font Encoding","வரலாறுகள்","வரலாறுகள்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;bd;","Legacy Font Encoding","நாட்டின்","நாட்டின்"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"tsh;r;rp","Legacy Font Encoding","வளர்ச்சி","வளர்ச்சி"
"gw;wpNa","Legacy Font Encoding","பற்றியே","பற்றியே"
"$wpte;Js;sd.","Legacy Font Encoding","$றிவந்துள்ளன.","$றிவந்துள்ளன."
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"Fwpg;gplj;jf;f","Legacy Font Encoding","குறிப்பிடத்தக்க","குறிப்பிடத்தக்க"
"cyf","Legacy Font Encoding","உலக","உலக"
"nkhopfspy;","Legacy Font Encoding","மொழிகளில்","மொழிகளில்"
"xd;whf","Legacy Font Encoding","ஒன்றாக","ஒன்றாக"
"tpsq;Ffpd;wJ.","Legacy Font Encoding","விளங்குகின்றது.","விளங்குகின்றது."
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;il","Legacy Font Encoding","நாட்டை","நாட்டை"
"mLj;J","Legacy Font Encoding","அடுத்து","அடுத்து"
">yq;if,","Legacy Font Encoding","இலங்கைஇ","இலங்கைஇ"
"kNyrpah,","Legacy Font Encoding","மலேசியாஇ","மலேசியாஇ"
"rpq;fg;G+h;","Legacy Font Encoding","சிங்கப்பு+ர்","சிங்கப்பு+ர்"
"Kjyhd","Legacy Font Encoding","முதலான","முதலான"
"ehLfspy;","Legacy Font Encoding","நாடுகளில்","நாடுகளில்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"tsh;r;rp","Legacy Font Encoding","வளர்ச்சி","வளர்ச்சி"
"fhzg;gLfpd;wJ.","Legacy Font Encoding","காணப்படுகின்றது.","காணப்படுகின்றது."
">tw;iw","Legacy Font Encoding","இவற்றை","இவற்றை"
"kdq;nfhz;L","Legacy Font Encoding","மனங்கொண்டு","மனங்கொண்டு"
"GjpanjhU","Legacy Font Encoding","புதியதொரு","புதியதொரு"
"Kaw;rp","Legacy Font Encoding","முயற்சி","முயற்சி"
"mz;ikapy;","Legacy Font Encoding","அண்மையில்","அண்மையில்"
"Muk;gkhfpAs;sJ.","Legacy Font Encoding","ஆரம்பமாகியுள்ளது.","ஆரம்பமாகியுள்ளது."
">t;thz;L","Legacy Font Encoding","இவ்வாண்டு","இவ்வாண்டு"
"khh;r;","Legacy Font Encoding","மார்ச்","மார்ச்"
"khjk;","Legacy Font Encoding","மாதம்","மாதம்"
"27,","Legacy Font Encoding","27இ","27இ"
"28,","Legacy Font Encoding","28இ","28இ"
"29","Legacy Font Encoding","29","29"
"Mfpa","Legacy Font Encoding","ஆகிய","ஆகிய"
"jpdq;fspy;","Legacy Font Encoding","தினங்களில்","தினங்களில்"
"nrd;idapy;","Legacy Font Encoding","சென்னையில்","சென்னையில்"
"cyfj;jkpo;","Legacy Font Encoding","உலகத்தமிழ்","உலகத்தமிழ்"
"Muha;r;rp","Legacy Font Encoding","ஆராய்ச்சி","ஆராய்ச்சி"
"epWtdj;jpy;","Legacy Font Encoding","நிறுவனத்தில்","நிறுவனத்தில்"
"cyfj;","Legacy Font Encoding","உலகத்","உலகத்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"tuyhW","Legacy Font Encoding","வரலாறு","வரலாறு"
"vOJk;","Legacy Font Encoding","எழுதும்","எழுதும்"
"Kaw;rpfs;","Legacy Font Encoding","முயற்சிகள்","முயற்சிகள்"
"njhlq;fpAs;sd.","Legacy Font Encoding","தொடங்கியுள்ளன.","தொடங்கியுள்ளன."
">jw;fhd","Legacy Font Encoding","இதற்கான","இதற்கான"
"gLtjh...","Legacy Font Encoding","படுவதா...","படுவதா..."
"mtSila","Legacy Font Encoding","அவளுடைய","அவளுடைய"
"fztDf;fhf","Legacy Font Encoding","கணவனுக்காக","கணவனுக்காக"
"mDjhgg;gLtjh...O","Legacy Font Encoding","அனுதாபப்படுவதா...ழு","அனுதாபப்படுவதா...ழு"
"ey;nyhOf;fKila","Legacy Font Encoding","நல்லொழுக்கமுடைய","நல்லொழுக்கமுடைய"
"vdJ","Legacy Font Encoding","எனது","எனது"
"fztd;...","Legacy Font Encoding","கணவன்...","கணவன்..."
"md;Gkpf;f","Legacy Font Encoding","அன்புமிக்க","அன்புமிக்க"
"kfd;....","Legacy Font Encoding","மகன்....","மகன்...."
"ghrkpf;f","Legacy Font Encoding","பாசமிக்க","பாசமிக்க"
"vdJ","Legacy Font Encoding","எனது","எனது"
"kfs;","Legacy Font Encoding","மகள்","மகள்"
">th;fis","Legacy Font Encoding","இவர்களை","இவர்களை"
"ehd;","Legacy Font Encoding","நான்","நான்"
"Mfh;rpj;J","Legacy Font Encoding","ஆகர்சித்து","ஆகர்சித்து"
"epw;fpd;NwdhO","Legacy Font Encoding","நிற்கின்றேனாழு","நிற்கின்றேனாழு"
"khiyahdJ.","Legacy Font Encoding","மாலையானது.","மாலையானது."
"fzth;","Legacy Font Encoding","கணவர்","கணவர்"
"mYtyfj;jhy;","Legacy Font Encoding","அலுவலகத்தால்","அலுவலகத்தால்"
"tPL","Legacy Font Encoding","வீடு","வீடு"
"jpUk;gpapUe;","Legacy Font Encoding","திரும்பியிருந்","திரும்பியிருந்"
"jhh;.","Legacy Font Encoding","தார்.","தார்."
"kfd;","Legacy Font Encoding","மகன்","மகன்"
"je;ijaplk;","Legacy Font Encoding","தந்தையிடம்","தந்தையிடம்"
"nrd;W","Legacy Font Encoding","சென்று","சென்று"
"""mg;gh,","Legacy Font Encoding","""அப்பாஇ","""அப்பாஇ"
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
"Kjy;khjr;","Legacy Font Encoding","முதல்மாதச்","முதல்மாதச்"
"rk;gsk;","Legacy Font Encoding","சம்பளம்","சம்பளம்"
"nfhLj;J","Legacy Font Encoding","கொடுத்து","கொடுத்து"
"tpl;lhh;fs;""","Legacy Font Encoding","விட்டார்கள்""","விட்டார்கள்"""
"vd;W","Legacy Font Encoding","என்று","என்று"
"$wpg;","Legacy Font Encoding","$றிப்","$றிப்"
"gzj;ij","Legacy Font Encoding","பணத்தை","பணத்தை"
"mthplk;","Legacy Font Encoding","அவரிடம்","அவரிடம்"
"ePl;bagbNa","Legacy Font Encoding","நீட்டியபடியே","நீட்டியபடியே"
"vd;idAk;","Legacy Font Encoding","என்னையும்","என்னையும்"
"jq;ifiaAk;","Legacy Font Encoding","தங்கையையும்","தங்கையையும்"
"ngUik","Legacy Font Encoding","பெருமை","பெருமை"
"Ald;","Legacy Font Encoding","யுடன்","யுடன்"
"ghh;j;Jg;","Legacy Font Encoding","பார்த்துப்","பார்த்துப்"
"Gd;KWty;","Legacy Font Encoding","புன்முறுவல்","புன்முறுவல்"
"nra;fpd;","Legacy Font Encoding","செய்கின்","செய்கின்"
"whd;.","Legacy Font Encoding","றான்.","றான்."
">JTk;$l","Legacy Font Encoding","இதுவும்$ட","இதுவும்$ட"
"kfd;","Legacy Font Encoding","மகன்","மகன்"
"je;ijf;F","Legacy Font Encoding","தந்தைக்கு","தந்தைக்கு"
"Mw;Wk;","Legacy Font Encoding","ஆற்றும்","ஆற்றும்"
"gzpahFNkh","Legacy Font Encoding","பணியாகுமோ","பணியாகுமோ"
"vd;W","Legacy Font Encoding","என்று","என்று"
"ehd;","Legacy Font Encoding","நான்","நான்"
"rpe;jpg;gjw;F","Legacy Font Encoding","சிந்திப்பதற்கு","சிந்திப்பதற்கு"
"Kd;dNu...","Legacy Font Encoding","முன்னரே...","முன்னரே..."
"""jk;gp,","Legacy Font Encoding","""தம்பிஇ","""தம்பிஇ"
"mij","Legacy Font Encoding","அதை","அதை"
"mk;khtplk;","Legacy Font Encoding","அம்மாவிடம்","அம்மாவிடம்"
"nfhL","Legacy Font Encoding","கொடு","கொடு"
"Iah""","Legacy Font Encoding","ஐயா""","ஐயா"""
"vd;W","Legacy Font Encoding","என்று","என்று"
"vdJ","Legacy Font Encoding","எனது","எனது"
"fzth;","Legacy Font Encoding","கணவர்","கணவர்"
"gzpf;fpd;whh;;.","Legacy Font Encoding","பணிக்கின்றார்;.","பணிக்கின்றார்;."
"vdJ","Legacy Font Encoding","எனது","எனது"
"nka;","Legacy Font Encoding","மெய்","மெய்"
"rpyph;f;fpd;wJ.","Legacy Font Encoding","சிலிர்க்கின்றது.","சிலிர்க்கின்றது."
"Mde;jf;","Legacy Font Encoding","ஆனந்தக்","ஆனந்தக்"
"fz;zPh;","Legacy Font Encoding","கண்ணீர்","கண்ணீர்"
"jhiu","Legacy Font Encoding","தாரை","தாரை"
"jhiuahf","Legacy Font Encoding","தாரையாக","தாரையாக"
"topfpd;wJ.","Legacy Font Encoding","வழிகின்றது.","வழிகின்றது."
"vdJ","Legacy Font Encoding","எனது","எனது"
"gjpndl;L","Legacy Font Encoding","பதினெட்டு","பதினெட்டு"
"taJ","en","taJ","வயது"
"tiu","Legacy Font Encoding","வரை","வரை"
"vdf;fhfg;","Legacy Font Encoding","எனக்காகப்","எனக்காகப்"
"ngUk;ghLgl;L","Legacy Font Encoding","பெரும்பாடுபட்டு","பெரும்பாடுபட்டு"
"rPjdk;","Legacy Font Encoding","சீதனம்","சீதனம்"
"Nrh;j;j","Legacy Font Encoding","சேர்த்த","சேர்த்த"
"vdJ","Legacy Font Encoding","எனது","எனது"
"je;ij...","Legacy Font Encoding","தந்தை...","தந்தை..."
"fle;j","Legacy Font Encoding","கடந்த","கடந்த"
">Ugj;jpdhd;F","Legacy Font Encoding","இருபத்தினான்கு","இருபத்தினான்கு"
"tUl","Romanized Text Encoding","தூள்","வருட"
"fhykhfj;","Legacy Font Encoding","காலமாகத்","காலமாகத்"
"jdJ","Legacy Font Encoding","தனது","தனது"
"rk;gsk;","Legacy Font Encoding","சம்பளம்","சம்பளம்"
"KOtijAk;","Legacy Font Encoding","முழுவதையும்","முழுவதையும்"
"vd;dplk;","Legacy Font Encoding","என்னிடம்","என்னிடம்"
"xg;gilj;JtpLk;","Legacy Font Encoding","ஒப்படைத்துவிடும்","ஒப்படைத்துவிடும்"
"Foe;ij","Legacy Font Encoding","குழந்தை","குழந்தை"
"As;sk;","Legacy Font Encoding","யுள்ளம்","யுள்ளம்"
"gilj;j","Legacy Font Encoding","படைத்த","படைத்த"
"vdJ","Legacy Font Encoding","எனது","எனது"
"fzth;...","Legacy Font Encoding","கணவர்...","கணவர்..."
"jdJ","Legacy Font Encoding","தனது","தனது"
"Kjy;khjr;","Legacy Font Encoding","முதல்மாதச்","முதல்மாதச்"
"rk;gsj;ijNa","Legacy Font Encoding","சம்பளத்தையே","சம்பளத்தையே"
"vd;dplk;","Legacy Font Encoding","என்னிடம்","என்னிடம்"
"xg;gilj;Jtpl;l","Legacy Font Encoding","ஒப்படைத்துவிட்ட","ஒப்படைத்துவிட்ட"
"vdJ","Legacy Font Encoding","எனது","எனது"
"ghrkpf;f","Legacy Font Encoding","பாசமிக்க","பாசமிக்க"
"kfd;...","Legacy Font Encoding","மகன்...","மகன்..."
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
"Vd;","Legacy Font Encoding","ஏன்","ஏன்"
"Iah","Legacy Font Encoding","ஐயா","ஐயா"
"cj;jpNahfk;O","Legacy Font Encoding","உத்தியோகம்ழு","உத்தியோகம்ழு"
"jpLf;fpl","Legacy Font Encoding","திடுக்கிட","திடுக்கிட"
"itj;jd.","Legacy Font Encoding","வைத்தன.","வைத்தன."
">j;jifa","Legacy Font Encoding","இத்தகைய","இத்தகைய"
"gilg;ghspfs;","Legacy Font Encoding","படைப்பாளிகள்","படைப்பாளிகள்"
">yq;ifapYk;","Legacy Font Encoding","இலங்கையிலும்","இலங்கையிலும்"
">Ug;ghh;fs;.","Legacy Font Encoding","இருப்பார்கள்.","இருப்பார்கள்."
"mth;fSila","Legacy Font Encoding","அவர்களுடைய","அவர்களுடைய"
"el;gpid","Legacy Font Encoding","நட்பினை","நட்பினை"
"ehd;","Legacy Font Encoding","நான்","நான்"
"rk;ghjpj;Jf;","Legacy Font Encoding","சம்பாதித்துக்","சம்பாதித்துக்"
"nfhs;stpy;iy","Legacy Font Encoding","கொள்ளவில்லை","கொள்ளவில்லை"
"vd;gJ","Legacy Font Encoding","என்பது","என்பது"
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
">og;ghff;","Legacy Font Encoding","இழப்பாகக்","இழப்பாகக்"
"$l","Legacy Font Encoding","$ட","$ட"
">Uf;fpd;wJ.","Legacy Font Encoding","இருக்கின்றது.","இருக்கின்றது."
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
"Gyk;","Legacy Font Encoding","புலம்","புலம்"
"ngah;e;j","Legacy Font Encoding","பெயர்ந்த","பெயர்ந்த"
"ehLfspy;","Legacy Font Encoding","நாடுகளில்","நாடுகளில்"
"tho;e;J","Legacy Font Encoding","வாழ்ந்து","வாழ்ந்து"
"nld;khh;f;,","Legacy Font Encoding","டென்மார்க்இ","டென்மார்க்இ"
"Nehh;Nt,","Legacy Font Encoding","நோர்வேஇ","நோர்வேஇ"
"gpuhd;];,","Legacy Font Encoding","பிரான்ஸ்இ","பிரான்ஸ்இ"
"N[h;kdp","Legacy Font Encoding","N[ர்மனி","N[ர்மனி"
"Nghd;w","Legacy Font Encoding","போன்ற","போன்ற"
"ehLfspNy","Legacy Font Encoding","நாடுகளிலே","நாடுகளிலே"
"tho;e;J","Legacy Font Encoding","வாழ்ந்து","வாழ்ந்து"
">yf;fpaj;jpNy","Legacy Font Encoding","இலக்கியத்திலே","இலக்கியத்திலே"
"Mh;tk;","Legacy Font Encoding","ஆர்வம்","ஆர்வம்"
"nfhz;L","Legacy Font Encoding","கொண்டு","கொண்டு"
"gilg;Gj;Jiwf;F","Legacy Font Encoding","படைப்புத்துறைக்கு","படைப்புத்துறைக்கு"
"te;Js;s","Legacy Font Encoding","வந்துள்ள","வந்துள்ள"
"gy","Legacy Font Encoding","பல","பல"
">isQh;fSld;","Legacy Font Encoding","இளைஞர்களுடன்","இளைஞர்களுடன்"
"ehd;","Legacy Font Encoding","நான்","நான்"
"Ngr","Legacy Font Encoding","பேச","பேச"
"Neh;e;jJ.","Legacy Font Encoding","நேர்ந்தது.","நேர்ந்தது."
"mth;fSila","Legacy Font Encoding","அவர்களுடைய","அவர்களுடைய"
"ghh;it","Legacy Font Encoding","பார்வை","பார்வை"
"vq;fSila","Legacy Font Encoding","எங்களுடைய","எங்களுடைய"
"ghh;itfspYk;","Legacy Font Encoding","பார்வைகளிலும்","பார்வைகளிலும்"
"ghh;f;f","Legacy Font Encoding","பார்க்க","பார்க்க"
"tpj;jpahrkhdjhfTk;","Legacy Font Encoding","வித்தியாசமானதாகவும்","வித்தியாசமானதாகவும்"
"jdpj;Jt","Legacy Font Encoding","தனித்துவ","தனித்துவ"
"khdjhfTk;","Legacy Font Encoding","மானதாகவும்","மானதாகவும்"
">Ug;gijf;","Legacy Font Encoding","இருப்பதைக்","இருப்பதைக்"
"fz;Nld;.","Legacy Font Encoding","கண்டேன்.","கண்டேன்."
"fhuzk;","Legacy Font Encoding","காரணம்","காரணம்"
"mth;fSila","Legacy Font Encoding","அவர்களுடைய","அவர்களுடைய"
"mEgtq;fs;","Legacy Font Encoding","அநுபவங்கள்","அநுபவங்கள்"
"Gjpad.","Legacy Font Encoding","புதியன.","புதியன."
"jp.Qh.","Legacy Font Encoding","தி.ஞா.","தி.ஞா."
"21k;","Legacy Font Encoding","21ம்","21ம்"
"E}w;whz;bw;Fj;","Legacy Font Encoding","நூற்றாண்டிற்குத்","நூற்றாண்டிற்குத்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
">af;fj;ij","Legacy Font Encoding","இயக்கத்தை","இயக்கத்தை"
"Kd;ndLj;Jr;","Legacy Font Encoding","முன்னெடுத்துச்","முன்னெடுத்துச்"
"nry;tjw;F","Legacy Font Encoding","செல்வதற்கு","செல்வதற்கு"
"cUGtha;e;j","Legacy Font Encoding","உருபுவாய்ந்த","உருபுவாய்ந்த"
"eltbf;iffs;","Legacy Font Encoding","நடவடிக்கைகள்","நடவடிக்கைகள்"
"vitnad","Romanized Text Encoding","விட்னட","எவையென"
"ePq;fs;","Legacy Font Encoding","நீங்கள்","நீங்கள்"
"fUJfpwPh;fs;O","Legacy Font Encoding","கருதுகிறீர்கள்ழு","கருதுகிறீர்கள்ழு"
"ePq;fs;","Legacy Font Encoding","நீங்கள்","நீங்கள்"
"cq;fis","Legacy Font Encoding","உங்களை","உங்களை"
">af;fthjpahfTk;","Legacy Font Encoding","இயக்கவாதியாகவும்","இயக்கவாதியாகவும்"
">dq;fhl;bf;","Legacy Font Encoding","இனங்காட்டிக்","இனங்காட்டிக்"
"nfhs;tjdhy;","Legacy Font Encoding","கொள்வதனால்","கொள்வதனால்"
">e;jf;","Legacy Font Encoding","இந்தக்","இந்தக்"
"Nfs;tp...","Legacy Font Encoding","கேள்வி...","கேள்வி..."
"v];.ngh.","Legacy Font Encoding","எஸ்.பொ.","எஸ்.பொ."
">e;jpahtpYk;","Legacy Font Encoding","இந்தியாவிலும்","இந்தியாவிலும்"
">yq;ifapYk;","Legacy Font Encoding","இலங்கையிலும்","இலங்கையிலும்"
"Rje;jpuk;","Legacy Font Encoding","சுதந்திரம்","சுதந்திரம்"
"fpilj;j","Legacy Font Encoding","கிடைத்த","கிடைத்த"
"gpd;dh;","Legacy Font Encoding","பின்னர்","பின்னர்"
"fiy","Legacy Font Encoding","கலை","கலை"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"mgptpUj;jpf;fhf","Legacy Font Encoding","அபிவிருத்திக்காக","அபிவிருத்திக்காக"
"rhfpj;jpa","Legacy Font Encoding","சாகித்திய","சாகித்திய"
"mf;flkp","Legacy Font Encoding","அக்கடமி","அக்கடமி"
"Nghd;w","Legacy Font Encoding","போன்ற","போன்ற"
"mur","Legacy Font Encoding","அரச","அரச"
"epWtdq;fs;","Legacy Font Encoding","நிறுவனங்கள்","நிறுவனங்கள்"
"Njhw;Wtpf;fg;gl;ld.","Legacy Font Encoding","தோற்றுவிக்கப்பட்டன.","தோற்றுவிக்கப்பட்டன."
">it","Legacy Font Encoding","இவை","இவை"
"mikg;gjw;fhd","Legacy Font Encoding","அமைப்பதற்கான","அமைப்பதற்கான"
"Nehf;fq;fs;","Legacy Font Encoding","நோக்கங்கள்","நோக்கங்கள்"
"tuNtw;fj;jf;fd.","Legacy Font Encoding","வரவேற்கத்தக்கன.","வரவேற்கத்தக்கன."
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
"mtw;wpd;","Legacy Font Encoding","அவற்றின்","அவற்றின்"
"nraw;ghLfs;","Legacy Font Encoding","செயற்பாடுகள்","செயற்பாடுகள்"
"Vw;Gila","Legacy Font Encoding","ஏற்புடைய","ஏற்புடைய"
"tpisTfisj;","Legacy Font Encoding","விளைவுகளைத்","விளைவுகளைத்"
"jutpy;iy.","Legacy Font Encoding","தரவில்லை.","தரவில்லை."
">jw;F","Legacy Font Encoding","இதற்கு","இதற்கு"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"fhuzk;","Legacy Font Encoding","காரணம்","காரணம்"
"cz;L.","Legacy Font Encoding","உண்டு.","உண்டு."
"muR","Legacy Font Encoding","அரசு","அரசு"
"NtW,","Legacy Font Encoding","வேறுஇ","வேறுஇ"
"murpay;","Legacy Font Encoding","அரசியல்","அரசியல்"
"NtW","Legacy Font Encoding","வேறு","வேறு"
"vd;fpw","Legacy Font Encoding","என்கிற","என்கிற"
"gf;Ftk;","Legacy Font Encoding","பக்குவம்","பக்குவம்"
"ek;kth;fSf;F","Legacy Font Encoding","நம்மவர்களுக்கு","நம்மவர்களுக்கு"
">d;dKk;","Legacy Font Encoding","இன்னமும்","இன்னமும்"
"Vw;gl","Legacy Font Encoding","ஏற்பட","ஏற்பட"
"tpy;iy.","Legacy Font Encoding","வில்லை.","வில்லை."
"vdNt","Legacy Font Encoding","எனவே","எனவே"
"murpay;thjpfspd;","Legacy Font Encoding","அரசியல்வாதிகளின்","அரசியல்வாதிகளின்"
"epoypNy","Legacy Font Encoding","நிழலிலே","நிழலிலே"
"fiy","Legacy Font Encoding","கலை","கலை"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"Nfh\jhhpfs;","Legacy Font Encoding","கோஷதாரிகள்","கோஷதாரிகள்"
"Mjhak;","Legacy Font Encoding","ஆதாயம்","ஆதாயம்"
"ngw","Legacy Font Encoding","பெற","பெற"
"tpisfpwhh;fs;,","Legacy Font Encoding","விளைகிறார்கள்இ","விளைகிறார்கள்இ"
"Mjhak;","Legacy Font Encoding","ஆதாயம்","ஆதாயம்"
"ngWfpwhh;fs;.","Legacy Font Encoding","பெறுகிறார்கள்.","பெறுகிறார்கள்."
"mJ","Legacy Font Encoding","அது","அது"
"kl;Lkd;wp","Legacy Font Encoding","மட்டுமன்றி","மட்டுமன்றி"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;bd;","Legacy Font Encoding","நாட்டின்","நாட்டின்"
"epiyikia","Legacy Font Encoding","நிலைமையை","நிலைமையை"
"cjhuzj;Jf;F","Legacy Font Encoding","உதாரணத்துக்கு","உதாரணத்துக்கு"
"vLj;Jf;","Legacy Font Encoding","எடுத்துக்","எடுத்துக்"
"nfhs;fpNwd;.","Legacy Font Encoding","கொள்கிறேன்.","கொள்கிறேன்."
"jQ;rhT+hpy;","Legacy Font Encoding","தஞ்சாவு+ரில்","தஞ்சாவு+ரில்"
"mike;Js;s","Legacy Font Encoding","அமைந்துள்ள","அமைந்துள்ள"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"gy;fiyf;fofk;","Legacy Font Encoding","பல்கலைக்கழகம்","பல்கலைக்கழகம்"
"ghpjhgfukhfr;","Legacy Font Encoding","பரிதாபகரமாகச்","பரிதாபகரமாகச்"
"Nrlk;","Legacy Font Encoding","சேடம்","சேடம்"
">Oj;Jf;nfhz;bUf;fpwJ.","Legacy Font Encoding","இழுத்துக்கொண்டிருக்கிறது.","இழுத்துக்கொண்டிருக்கிறது."
"jiukzpapy;","Legacy Font Encoding","தரைமணியில்","தரைமணியில்"
"mike;Js;s","Legacy Font Encoding","அமைந்துள்ள","அமைந்துள்ள"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"Muha;r;rp","Legacy Font Encoding","ஆராய்ச்சி","ஆராய்ச்சி"
"epWtdk;","Legacy Font Encoding","நிறுவனம்","நிறுவனம்"
"gpzg;ghJfhg;G","Legacy Font Encoding","பிணப்பாதுகாப்பு","பிணப்பாதுகாப்பு"
"miwahf","Legacy Font Encoding","அறையாக","அறையாக"
"khw;wg;gl;bUf;fpwJ.","Legacy Font Encoding","மாற்றப்பட்டிருக்கிறது.","மாற்றப்பட்டிருக்கிறது."
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;by;","Legacy Font Encoding","நாட்டில்","நாட்டில்"
"cs;s","Legacy Font Encoding","உள்ள","உள்ள"
"'Nghl;","Legacy Font Encoding","'போட்","'போட்"
"gTz;Nlrd;'","Legacy Font Encoding","பவுண்டேசன்'","பவுண்டேசன்'"
"'Rthkpehjd;","Legacy Font Encoding","'சுவாமிநாதன்","'சுவாமிநாதன்"
"gTz;Nlrd;'","Legacy Font Encoding","பவுண்டேசன்'","பவுண்டேசன்'"
"Nghd;w","Legacy Font Encoding","போன்ற","போன்ற"
"epWtdq;fs;$l","Legacy Font Encoding","நிறுவனங்கள்$ட","நிறுவனங்கள்$ட"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"rpyUila","Legacy Font Encoding","சிலருடைய","சிலருடைய"
"Mjpf;fj;jpd;","Legacy Font Encoding","ஆதிக்கத்தின்","ஆதிக்கத்தின்"
"fPo;","Legacy Font Encoding","கீழ்","கீழ்"
"eLTepiyikia","Romanized Text Encoding","எல்டெபியாகிய","நடுவுநிலைமையை"
">oe;Jtpl;ld.","Legacy Font Encoding","இழந்துவிட்டன.","இழந்துவிட்டன."
">e;epiyapy;","Legacy Font Encoding","இந்நிலையில்","இந்நிலையில்"
"Gyk;ngah;e;Js;s","Legacy Font Encoding","புலம்பெயர்ந்துள்ள","புலம்பெயர்ந்துள்ள"
"jkpoh;fs;","Legacy Font Encoding","தமிழர்கள்","தமிழர்கள்"
"muR","Legacy Font Encoding","அரசு","அரசு"
"epWtdk;","Legacy Font Encoding","நிறுவனம்","நிறுவனம்"
"rhuhj","Legacy Font Encoding","சாராத","சாராத"
">yf;fpathjpfspd;","Legacy Font Encoding","இலக்கியவாதிகளின்","இலக்கியவாதிகளின்"
"jd;dpr;","Legacy Font Encoding","தன்னிச்","தன்னிச்"
