"inputWord","inputType","output","actualOutput"
"te;jth;fs;jhd;.","Legacy Font Encoding","வந்தவர்கள்தான்.","வந்தவர்கள்தான்."
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
">d;iwf;Fg;","Legacy Font Encoding","இன்றைக்குப்","இன்றைக்குப்"
"ghh;f;Fk;NghJ,","Legacy Font Encoding","பார்க்கும்போதுஇ","பார்க்கும்போதுஇ"
">e;j","Legacy Font Encoding","இந்த","இந்த"
"tpkh;rd","Legacy Font Encoding","விமர்சன","விமர்சன"
"mjPj","Legacy Font Encoding","அதீத","அதீத"
"Mjpf;fk;","Legacy Font Encoding","ஆதிக்கம்","ஆதிக்கம்"
"vq;fis","Legacy Font Encoding","எங்களை","எங்களை"
"nuk;gTk;","Legacy Font Encoding","ரெம்பவும்","ரெம்பவும்"
"gytPdg;gLj;JfpwJ","Legacy Font Encoding","பலவீனப்படுத்துகிறது","பலவீனப்படுத்துகிறது"
"vd;W","Legacy Font Encoding","என்று","என்று"
"ehd;","Legacy Font Encoding","நான்","நான்"
"epidf;fp;Nwd;.","Legacy Font Encoding","நினைக்கி;றேன்.","நினைக்கி;றேன்."
"Mdgbahy;","Legacy Font Encoding","ஆனபடியால்","ஆனபடியால்"
">e;j","Legacy Font Encoding","இந்த","இந்த"
"epiyikia","Legacy Font Encoding","நிலைமையை","நிலைமையை"
"Kwpabg;gjw;F","Legacy Font Encoding","முறியடிப்பதற்கு","முறியடிப்பதற்கு"
"vOj;jhsh;fs;","Legacy Font Encoding","எழுத்தாளர்கள்","எழுத்தாளர்கள்"
"njspthf","Legacy Font Encoding","தெளிவாக","தெளிவாக"
">Uf;fNtz;Lk;.","Legacy Font Encoding","இருக்கவேண்டும்.","இருக்கவேண்டும்."
"jp.Qh:","Legacy Font Encoding","தி.ஞா:","தி.ஞா:"
"mg;gbahdhy;,","Legacy Font Encoding","அப்படியானால்இ","அப்படியானால்இ"
"ek;ehl;L;","Legacy Font Encoding","நம்நாட்டு;","நம்நாட்டு;"
">d;iwa","Legacy Font Encoding","இன்றைய","இன்றைய"
"tpkh;rfh;fs;","Legacy Font Encoding","விமர்சகர்கள்","விமர்சகர்கள்"
"gw;wp","Legacy Font Encoding","பற்றி","பற்றி"
"ePq;fs;","Legacy Font Encoding","நீங்கள்","நீங்கள்"
"vt;thW","Legacy Font Encoding","எவ்வாறு","எவ்வாறு"
"fzpf;fpwPh;fs;Œ","Legacy Font Encoding","கணிக்கிறீர்கள்Œ","கணிக்கிறீர்கள்Œ"
"Nghjpa","Legacy Font Encoding","போதிய","போதிய"
"ftdk;","Legacy Font Encoding","கவனம்","கவனம்"
"nrYj;jhik.","Legacy Font Encoding","செலுத்தாமை.","செலுத்தாமை."
"rpdpkhj;jhf;fj;jpdhy;","Legacy Font Encoding","சினிமாத்தாக்கத்தினால்","சினிமாத்தாக்கத்தினால்"
"ebg;gpYk;","Legacy Font Encoding","நடிப்பிலும்","நடிப்பிலும்"
"ciuahlypYk;","Legacy Font Encoding","உரையாடலிலும்","உரையாடலிலும்"
"Vw;gLk;","Legacy Font Encoding","ஏற்படும்","ஏற்படும்"
"nraw;ifj;jdk;.","Legacy Font Encoding","செயற்கைத்தனம்.","செயற்கைத்தனம்."
"Nghjpa","Legacy Font Encoding","போதிய","போதிய"
"trjpfs;","Legacy Font Encoding","வசதிகள்","வசதிகள்"
"cs;s","Legacy Font Encoding","உள்ள","உள்ள"
"Nkilfs;","Legacy Font Encoding","மேடைகள்","மேடைகள்"
">y;yhik.","Legacy Font Encoding","இல்லாமை.","இல்லாமை."
"nghUj;jkhd","Legacy Font Encoding","பொருத்தமான","பொருத்தமான"
"xyp,","Legacy Font Encoding","ஒலிஇ","ஒலிஇ"
"xsp","Legacy Font Encoding","ஒளி","ஒளி"
"mikg;G","Legacy Font Encoding","அமைப்பு","அமைப்பு"
"trjpfs;","Legacy Font Encoding","வசதிகள்","வசதிகள்"
">d;ik.","Legacy Font Encoding","இன்மை.","இன்மை."
"mtruj;","Legacy Font Encoding","அவசரத்","அவசரத்"
"jahhpg;GfSk;","Legacy Font Encoding","தயாரிப்புகளும்","தயாரிப்புகளும்"
"miuFiwj;","Legacy Font Encoding","அரைகுறைத்","அரைகுறைத்"
"jahhpg;GfSk;.","Legacy Font Encoding","தயாரிப்புகளும்.","தயாரிப்புகளும்."
"kuG","Legacy Font Encoding","மரபு","மரபு"
"ehlfj;","Legacy Font Encoding","நாடகத்","நாடகத்"
"jahhpg;Gf;fhd","Legacy Font Encoding","தயாரிப்புக்கான","தயாரிப்புக்கான"
"gapw;rp","Legacy Font Encoding","பயிற்சி","பயிற்சி"
"newpfs;","Legacy Font Encoding","நெறிகள்","நெறிகள்"
">d;ik.","Legacy Font Encoding","இன்மை.","இன்மை."
"Mz;fSk;","Legacy Font Encoding","ஆண்களும்","ஆண்களும்"
"ngz;fSk;","Legacy Font Encoding","பெண்களும்","பெண்களும்"
"Nrh;e;J","Legacy Font Encoding","சேர்ந்து","சேர்ந்து"
"ebg;gjpYs;s","Legacy Font Encoding","நடிப்பதிலுள்ள","நடிப்பதிலுள்ள"
"r%fg;","Legacy Font Encoding","சமூகப்","சமூகப்"
"gpur;rpid.","Legacy Font Encoding","பிரச்சினை.","பிரச்சினை."
"xj;jpiffSf;fhd","Legacy Font Encoding","ஒத்திகைகளுக்கான","ஒத்திகைகளுக்கான"
"trjpf;FiwT.","Legacy Font Encoding","வசதிக்குறைவு.","வசதிக்குறைவு."
"Nghjpa","Legacy Font Encoding","போதிய","போதிய"
"xj;jpiffs;","Legacy Font Encoding","ஒத்திகைகள்","ஒத்திகைகள்"
">y;yhky;","Legacy Font Encoding","இல்லாமல்","இல்லாமல்"
"ehlfq;fisj;","Legacy Font Encoding","நாடகங்களைத்","நாடகங்களைத்"
"jahhpg;gJ.","Legacy Font Encoding","தயாரிப்பது.","தயாரிப்பது."
"gzk;","Legacy Font Encoding","பணம்","பணம்"
"nfhLj;J","Legacy Font Encoding","கொடுத்து","கொடுத்து"
"ehlfk;","Legacy Font Encoding","நாடகம்","நாடகம்"
"ghh;f;f","Legacy Font Encoding","பார்க்க","பார்க்க"
"tpUk;ghj","Legacy Font Encoding","விரும்பாத","விரும்பாத"
"RitQh;fs;.","Legacy Font Encoding","சுவைஞர்கள்.","சுவைஞர்கள்."
"cs;@h;","Legacy Font Encoding","உள்@ர்","உள்@ர்"
"ehlfq;fistpl","Legacy Font Encoding","நாடகங்களைவிட","நாடகங்களைவிட"
"ntspA+h;","Legacy Font Encoding","வெளியு+ர்","வெளியு+ர்"
">ir","Legacy Font Encoding","இசை","இசை"
"epfo;r;rpfisg;","Legacy Font Encoding","நிகழ்ச்சிகளைப்","நிகழ்ச்சிகளைப்"
"gzk;","Legacy Font Encoding","பணம்","பணம்"
"nfhLj;Jg;","Legacy Font Encoding","கொடுத்துப்","கொடுத்துப்"
"ghh;f;f","Legacy Font Encoding","பார்க்க","பார்க்க"
"tpUk;Gk;","Legacy Font Encoding","விரும்பும்","விரும்பும்"
"kf;fs;.","Legacy Font Encoding","மக்கள்.","மக்கள்."
">d;Wtiu","Legacy Font Encoding","இன்றுவரை","இன்றுவரை"
"ehlfq;fSf;fhd","Legacy Font Encoding","நாடகங்களுக்கான","நாடகங்களுக்கான"
"bf;fl;Lfis","Legacy Font Encoding","டிக்கட்டுகளை","டிக்கட்டுகளை"
"-","Legacy Font Encoding","-","-"
"mJ","Legacy Font Encoding","அது","அது"
"kuG","Legacy Font Encoding","மரபு","மரபு"
"ehlfkhf","Legacy Font Encoding","நாடகமாக","நாடகமாக"
">Ue;jhYk;rhp,","Legacy Font Encoding","இருந்தாலும்சரிஇ","இருந்தாலும்சரிஇ"
"etPd","Legacy Font Encoding","நவீன","நவீன"
"ehlfkhf","Legacy Font Encoding","நாடகமாக","நாடகமாக"
">Ue;jhYk;rhp","Legacy Font Encoding","இருந்தாலும்சரி","இருந்தாலும்சரி"
"kf;fisj;Njbr;nrd;W","Legacy Font Encoding","மக்களைத்தேடிச்சென்று","மக்களைத்தேடிச்சென்று"
"mth;fspd;","Legacy Font Encoding","அவர்களின்","அவர்களின்"
"jiyfspy;","Legacy Font Encoding","தலைகளில்","தலைகளில்"
"fl;bNa","Legacy Font Encoding","கட்டியே","கட்டியே"
"mth;fis","Legacy Font Encoding","அவர்களை","அவர்களை"
"ehlfj;Jf;F","Legacy Font Encoding","நாடகத்துக்கு","நாடகத்துக்கு"
"tutiof;f","Legacy Font Encoding","வரவழைக்க","வரவழைக்க"
"Ntz;bAs;sJ.","Legacy Font Encoding","வேண்டியுள்ளது.","வேண்டியுள்ளது."
">e;j","Legacy Font Encoding","இந்த","இந்த"
"epiy","Legacy Font Encoding","நிலை","நிலை"
">d;W","Legacy Font Encoding","இன்று","இன்று"
"New;W","Legacy Font Encoding","நேற்று","நேற்று"
"Vw;gl;ljy;y.","Legacy Font Encoding","ஏற்பட்டதல்ல.","ஏற்பட்டதல்ல."
"fle;j","Legacy Font Encoding","கடந்த","கடந்த"
"Ik;gJ","Legacy Font Encoding","ஐம்பது","ஐம்பது"
"tUlq;fshf","Legacy Font Encoding","வருடங்களாக","வருடங்களாக"
">e;j","Legacy Font Encoding","இந்த","இந்த"
"epiyik","Legacy Font Encoding","நிலைமை","நிலைமை"
"epiyj;jpUf;fpwJ.","Legacy Font Encoding","நிலைத்திருக்கிறது.","நிலைத்திருக்கிறது."
"ekJ","Legacy Font Encoding","நமது","நமது"
"kf;fs;","Legacy Font Encoding","மக்கள்","மக்கள்"
">ytrkhfg;","Legacy Font Encoding","இலவசமாகப்","இலவசமாகப்"
"ghh;g;gnjd;why;","Legacy Font Encoding","பார்ப்பதென்றால்","பார்ப்பதென்றால்"
"ghh;g;ghh;fs;","Legacy Font Encoding","பார்ப்பார்கள்","பார்ப்பார்கள்"
">y;iynad;why;","Legacy Font Encoding","இல்லையென்றால்","இல்லையென்றால்"
"xJq;fpf;","Legacy Font Encoding","ஒதுங்கிக்","ஒதுங்கிக்"
"nfhs;thh;fs;.","Legacy Font Encoding","கொள்வார்கள்.","கொள்வார்கள்."
"gpur;ridfisf;","Legacy Font Encoding","பிரச்சனைகளைக்","பிரச்சனைகளைக்"
"$wpdhy;","Legacy Font Encoding","$றினால்","$றினால்"
"mjw;Fj;","Legacy Font Encoding","அதற்குத்","அதற்குத்"
"jPh;TfSk;","Legacy Font Encoding","தீர்வுகளும்","தீர்வுகளும்"
"$wNtz;Lk;","Legacy Font Encoding","$றவேண்டும்","$றவேண்டும்"
"vd;gJ","Legacy Font Encoding","என்பது","என்பது"
"nghJthd","Legacy Font Encoding","பொதுவான","பொதுவான"
"vjph;ghh;g;G.","Legacy Font Encoding","எதிர்பார்ப்பு.","எதிர்பார்ப்பு."
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
"kl;lf;fsg;gpd;","Legacy Font Encoding","மட்டக்களப்பின்","மட்டக்களப்பின்"
"fiy","Legacy Font Encoding","கலை","கலை"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"Kaw;rpfisg;","Legacy Font Encoding","முயற்சிகளைப்","முயற்சிகளைப்"
"nghWj;jtiu","Legacy Font Encoding","பொறுத்தவரை","பொறுத்தவரை"
">J","Legacy Font Encoding","இது","இது"
"nfhQ;rk;","Legacy Font Encoding","கொஞ்சம்","கொஞ்சம்"
"rq;flkhd","Legacy Font Encoding","சங்கடமான","சங்கடமான"
"fhhpaNk.","Legacy Font Encoding","காரியமே.","காரியமே."
"kl;lf;fsg;gpy;","Legacy Font Encoding","மட்டக்களப்பில்","மட்டக்களப்பில்"
"ehlff;","Legacy Font Encoding","நாடகக்","நாடகக்"
"fiyf;F","Legacy Font Encoding","கலைக்கு","கலைக்கு"
"kl;Lky;y,","Legacy Font Encoding","மட்டுமல்லஇ","மட்டுமல்லஇ"
"E}y;ntspaPL,","Legacy Font Encoding","நூல்வெளியீடுஇ","நூல்வெளியீடுஇ"
"rQ;rpif","Legacy Font Encoding","சஞ்சிகை","சஞ்சிகை"
"ntspaPL","Legacy Font Encoding","வெளியீடு","வெளியீடு"
"Kjypa","Legacy Font Encoding","முதலிய","முதலிய"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"Kaw;rpfSf;Fk;","Legacy Font Encoding","முயற்சிகளுக்கும்","முயற்சிகளுக்கும்"
">Nj","Legacy Font Encoding","இதே","இதே"
"gpur;rpidfs;","Legacy Font Encoding","பிரச்சினைகள்","பிரச்சினைகள்"
"cs;sd.","Legacy Font Encoding","உள்ளன.","உள்ளன."
"jPh;Tfs;","Legacy Font Encoding","தீர்வுகள்","தீர்வுகள்"
"fhdy;","Legacy Font Encoding","கானல்","கானல்"
"ePuhfNt","Legacy Font Encoding","நீராகவே","நீராகவே"
"cs;sd.","Legacy Font Encoding","உள்ளன.","உள்ளன."
"Supply","en","Supply","ளுரிpடல"
"and","en","and","யனெ"
"Demand","en","Demand","னுநஅயனெ"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"Nfhl;ghl;bd;gb","Legacy Font Encoding","கோட்பாட்டின்படி","கோட்பாட்டின்படி"
"Demand","en","Demand","னுநஅயனெ"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"epiyg;ghL","Legacy Font Encoding","நிலைப்பாடு","நிலைப்பாடு"
"Vw;glhjtiu,","Legacy Font Encoding","ஏற்படாதவரைஇ","ஏற்படாதவரைஇ"
"kl;lf;fsg;gpd;","Legacy Font Encoding","மட்டக்களப்பின்","மட்டக்களப்பின்"
"ehlf","Legacy Font Encoding","நாடக","நாடக"
"tsh;r;rp,","Legacy Font Encoding","வளர்ச்சிஇ","வளர்ச்சிஇ"
">d;Ws;s","Legacy Font Encoding","இன்றுள்ள","இன்றுள்ள"
"epiyapypUe;J","Legacy Font Encoding","நிலையிலிருந்து","நிலையிலிருந்து"
"kPl;rp","Legacy Font Encoding","மீட்சி","மீட்சி"
"ngWtJ","Legacy Font Encoding","பெறுவது","பெறுவது"
"epidj;Jg;","Legacy Font Encoding","நினைத்துப்","நினைத்துப்"
"ghh;f;f","Legacy Font Encoding","பார்க்க","பார்க்க"
"Kbahj","Legacy Font Encoding","முடியாத","முடியாத"
"xd;W.","Legacy Font Encoding","ஒன்று.","ஒன்று."
"MdhYk;","Legacy Font Encoding","ஆனாலும்","ஆனாலும்"
"-","Legacy Font Encoding","-","-"
"ehlff;","Legacy Font Encoding","நாடகக்","நாடகக்"
"fiyapy;","Legacy Font Encoding","கலையில்","கலையில்"
"Mh;tk;","Legacy Font Encoding","ஆர்வம்","ஆர்வம்"
"cs;sth;fs;","Legacy Font Encoding","உள்ளவர்கள்","உள்ளவர்கள்"
"ehlfq;fisj;","Legacy Font Encoding","நாடகங்களைத்","நாடகங்களைத்"
"jahhpg;gJk;,","Legacy Font Encoding","தயாரிப்பதும்இ","தயாரிப்பதும்இ"
"muq;Nfw;WtJk;","Legacy Font Encoding","அரங்கேற்றுவதும்","அரங்கேற்றுவதும்"
"njhluNt","Legacy Font Encoding","தொடரவே","தொடரவே"
"nra;Ak;.","Legacy Font Encoding","செய்யும்.","செய்யும்."
"ehlff;","Legacy Font Encoding","நாடகக்","நாடகக்"
"fUj;juq;Ffs;","Legacy Font Encoding","கருத்தரங்குகள்","கருத்தரங்குகள்"
"%yk;","Legacy Font Encoding","மூலம்","மூலம்"
"Gj;jp[Ptpfs;","Legacy Font Encoding","புத்தி[Pவிகள்","புத்தி[Pவிகள்"
"kj;jpapy;","Legacy Font Encoding","மத்தியில்","மத்தியில்"
"ehlf","Legacy Font Encoding","நாடக","நாடக"
"tpopg;Gzh;it","Legacy Font Encoding","விழிப்புணர்வை","விழிப்புணர்வை"
"Vw;gLj;Jk;","Legacy Font Encoding","ஏற்படுத்தும்","ஏற்படுத்தும்"
"gzpfSk;","Legacy Font Encoding","பணிகளும்","பணிகளும்"
"njhluNt","Legacy Font Encoding","தொடரவே","தொடரவே"
"nra;Ak;.","Legacy Font Encoding","செய்யும்.","செய்யும்."
">tw;wpd;","Legacy Font Encoding","இவற்றின்","இவற்றின்"
"gad;ghLfs;","Legacy Font Encoding","பயன்பாடுகள்","பயன்பாடுகள்"
"gw;wpAk;","Legacy Font Encoding","பற்றியும்","பற்றியும்"
"ngWNgWfs;","Legacy Font Encoding","பெறுபேறுகள்","பெறுபேறுகள்"
"gw;wpAk;","Legacy Font Encoding","பற்றியும்","பற்றியும்"
"mwpaf;$ba","Legacy Font Encoding","அறியக்$டிய","அறியக்$டிய"
"trjpfs;","Legacy Font Encoding","வசதிகள்","வசதிகள்"
">Ug;gpd;,","Legacy Font Encoding","இருப்பின்இ","இருப்பின்இ"
"ekJ","Legacy Font Encoding","நமது","நமது"
"Kaw;rpfspd;","Legacy Font Encoding","முயற்சிகளின்","முயற்சிகளின்"
"jhf;fq;fisj;","Legacy Font Encoding","தாக்கங்களைத்","தாக்கங்களைத்"
"njhpe;Jnfhs;sf;","Legacy Font Encoding","தெரிந்துகொள்ளக்","தெரிந்துகொள்ளக்"
"$bajhf","Legacy Font Encoding","$டியதாக","$டியதாக"
">Uf;Fk;.","Legacy Font Encoding","இருக்கும்.","இருக்கும்."
"fyhepjp","Legacy Font Encoding","கலாநிதி","கலாநிதி"
"vk;.V.E/khd;","Legacy Font Encoding","எம்.ஏ.நு/மான்","எம்.ஏ.நு/மான்"
"MtzQhdp>","Legacy Font Encoding","ஆவணஞானிஇ","ஆவணஞானிஇ"
"elkhLk;","Legacy Font Encoding","நடமாடும்","நடமாடும்"
"jkpopaf;fk;","Legacy Font Encoding","தமிழியக்கம்","தமிழியக்கம்"
",uh.","Legacy Font Encoding","இரா.","இரா."
"fdfuj;jpdk;","Legacy Font Encoding","கனகரத்தினம்","கனகரத்தினம்"
"e.gh","Legacy Font Encoding","ந.பா","ந.பா"
";j;jpgd;","Legacy Font Encoding",";த்திபன்",";த்திபன்"
"‘tuyhw;iwg;","Legacy Font Encoding","‘வரலாற்றைப்","‘வரலாற்றைப்"
"gjpT","Legacy Font Encoding","பதிவு","பதிவு"
"nra;J","Legacy Font Encoding","செய்து","செய்து"
"itafj;jpy;","Legacy Font Encoding","வையகத்தில்","வையகத்தில்"
"jiy","Legacy Font Encoding","தலை","தலை"
"epkph;Nthk;’","Legacy Font Encoding","நிமிர்வோம்’","நிமிர்வோம்’"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"ituhf;fpaj;ijj;","Legacy Font Encoding","வைராக்கியத்தைத்","வைராக்கியத்தைத்"
"jhuf","Legacy Font Encoding","தாரக","தாரக"
"ke;jpukhf","Legacy Font Encoding","மந்திரமாக","மந்திரமாக"
"thpj;Jf;nfhz;L","Legacy Font Encoding","வரித்துக்கொண்டு","வரித்துக்கொண்டு"
"mikjpahf","Legacy Font Encoding","அமைதியாக","அமைதியாக"
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
"Mokhfg;","Legacy Font Encoding","ஆழமாகப்","ஆழமாகப்"
"gzp","Legacy Font Encoding","பணி","பணி"
"ahw;wpf;nfhz;bUf;fpwhh;","Legacy Font Encoding","யாற்றிக்கொண்டிருக்கிறார்","யாற்றிக்கொண்டிருக்கிறார்"
"FUk;grpl;b","Legacy Font Encoding","குரும்பசிட்டி","குரும்பசிட்டி"
"fdfuj;jpdk;.","Legacy Font Encoding","கனகரத்தினம்.","கனகரத்தினம்."
"ehw;gjhz;L","Legacy Font Encoding","நாற்பதாண்டு","நாற்பதாண்டு"
"fhykhfj;","Legacy Font Encoding","காலமாகத்","காலமாகத்"
"jd;","Legacy Font Encoding","தன்","தன்"
"mh;g;gzpg;igj;","Legacy Font Encoding","அர்ப்பணிப்பைத்","அர்ப்பணிப்பைத்"
"jkpOf;Fk;,","Legacy Font Encoding","தமிழுக்கும்இ","தமிழுக்கும்இ"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
">dj;jpw;Fk;","Legacy Font Encoding","இனத்திற்கும்","இனத்திற்கும்"
"toq;fpf;nfhz;bUf;Fk;","Legacy Font Encoding","வழங்கிக்கொண்டிருக்கும்","வழங்கிக்கொண்டிருக்கும்"
">th;","Legacy Font Encoding","இவர்","இவர்"
"cyfj;jkpo;","Legacy Font Encoding","உலகத்தமிழ்","உலகத்தமிழ்"
"gz;ghl;L","Legacy Font Encoding","பண்பாட்டு","பண்பாட்டு"
">af;fg;","Legacy Font Encoding","இயக்கப்","இயக்கப்"
"nghJr;","Legacy Font Encoding","பொதுச்","பொதுச்"
"nrayhsuhfTk;,","Legacy Font Encoding","செயலாளராகவும்இ","செயலாளராகவும்இ"
"cyfj;","Legacy Font Encoding","உலகத்","உலகத்"
"jkpoh;","Legacy Font Encoding","தமிழர்","தமிழர்"
"Mtzf;fhg;gfg;","Legacy Font Encoding","ஆவணக்காப்பகப்","ஆவணக்காப்பகப்"
"nghWg;ghsuhfTk;","Legacy Font Encoding","பொறுப்பாளராகவும்","பொறுப்பாளராகவும்"
"nraw;gl;L","Legacy Font Encoding","செயற்பட்டு","செயற்பட்டு"
"tUfpwhh;.","Legacy Font Encoding","வருகிறார்.","வருகிறார்."
"jkpOf;fhf","Legacy Font Encoding","தமிழுக்காக","தமிழுக்காக"
"caph;","Legacy Font Encoding","உயிர்","உயிர்"
"nfhLg;gijtpl","Legacy Font Encoding","கொடுப்பதைவிட","கொடுப்பதைவிட"
"jkpOf;F","Legacy Font Encoding","தமிழுக்கு","தமிழுக்கு"
"caph;","Legacy Font Encoding","உயிர்","உயிர்"
"nfhLg;gJ","Legacy Font Encoding","கொடுப்பது","கொடுப்பது"
"mtrpankd","Legacy Font Encoding","அவசியமென","அவசியமென"
"czh;e;J","Legacy Font Encoding","உணர்ந்து","உணர்ந்து"
"jdJ","Legacy Font Encoding","தனது","தனது"
"tplhKaw;rpapdhy;","Legacy Font Encoding","விடாமுயற்சியினால்","விடாமுயற்சியினால்"
"vz;zhapuj;jpw;F","Legacy Font Encoding","எண்ணாயிரத்திற்கு","எண்ணாயிரத்திற்கு"
"Nkw;gl;l","Legacy Font Encoding","மேற்பட்ட","மேற்பட்ட"
"jfty;fisj;","Legacy Font Encoding","தகவல்களைத்","தகவல்களைத்"
"jpul;b","Legacy Font Encoding","திரட்டி","திரட்டி"
"gf;Ftkha;","Legacy Font Encoding","பக்குவமாய்","பக்குவமாய்"
"Nrkpj;J","Legacy Font Encoding","சேமித்து","சேமித்து"
"itj;Js;shh;.","Legacy Font Encoding","வைத்துள்ளார்.","வைத்துள்ளார்."
"jdpkdpj","Legacy Font Encoding","தனிமனித","தனிமனித"
"Nrkpg;Gfs;","Legacy Font Encoding","சேமிப்புகள்","சேமிப்புகள்"
"jkpoUf;F","Legacy Font Encoding","தமிழருக்கு","தமிழருக்கு"
"epue;jukhd","Legacy Font Encoding","நிரந்தரமான","நிரந்தரமான"
"Mtzf;fhg;gfkhfj;","Legacy Font Encoding","ஆவணக்காப்பகமாகத்","ஆவணக்காப்பகமாகத்"
"jpfOk;","Legacy Font Encoding","திகழும்","திகழும்"
"vd;W","Legacy Font Encoding","என்று","என்று"
"jPh;f;f","Legacy Font Encoding","தீர்க்க","தீர்க்க"
"jhprdj;Jld;","Legacy Font Encoding","தரிசனத்துடன்","தரிசனத்துடன்"
"md;W","Legacy Font Encoding","அன்று","அன்று"
"nraw;gl;l","Legacy Font Encoding","செயற்பட்ட","செயற்பட்ட"
">tuJ","Legacy Font Encoding","இவரது","இவரது"
"Kaw;rpiag;","Legacy Font Encoding","முயற்சியைப்","முயற்சியைப்"
"ghh;j;j","Legacy Font Encoding","பார்த்த","பார்த்த"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"mwpQh;","Legacy Font Encoding","அறிஞர்","அறிஞர்"
"K.","Legacy Font Encoding","மு.","மு."
"fUzhepjp","Legacy Font Encoding","கருணாநிதி","கருணாநிதி"
"‘jkpopdj;jpw;F","Legacy Font Encoding","‘தமிழினத்திற்கு","‘தமிழினத்திற்கு"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"Gijay;’’","Legacy Font Encoding","புதையல்’’","புதையல்’’"
">tnudg;","Legacy Font Encoding","இவரெனப்","இவரெனப்"
"ghuhl;bAs;sik","Legacy Font Encoding","பாராட்டியுள்ளமை","பாராட்டியுள்ளமை"
"mh;j;jk;","Legacy Font Encoding","அர்த்தம்","அர்த்தம்"
"epiwe;jJ.","Legacy Font Encoding","நிறைந்தது.","நிறைந்தது."
">d;W","Legacy Font Encoding","இன்று","இன்று"
"Kd;khjphpahfj;","Legacy Font Encoding","முன்மாதிரியாகத்","முன்மாதிரியாகத்"
"jpfo","Legacy Font Encoding","திகழ","திகழ"
"Ntz;ba","Legacy Font Encoding","வேண்டிய","வேண்டிய"
"fy;tpj;Jiwapy;","Legacy Font Encoding","கல்வித்துறையில்","கல்வித்துறையில்"
">yq;ifj;jkpo;","Legacy Font Encoding","இலங்கைத்தமிழ்","இலங்கைத்தமிழ்"
"kf;fsJ","Legacy Font Encoding","மக்களது","மக்களது"
"tuyhW","Legacy Font Encoding","வரலாறு","வரலாறு"
">Ul;lbg;Gr;","Legacy Font Encoding","இருட்டடிப்புச்","இருட்டடிப்புச்"
"nra;ag;gLfpwJ.","Legacy Font Encoding","செய்யப்படுகிறது.","செய்யப்படுகிறது."
">yq;ifapd;","Legacy Font Encoding","இலங்கையின்","இலங்கையின்"
"tuyhW","Legacy Font Encoding","வரலாறு","வரலாறு"
"vd;gJ","Legacy Font Encoding","என்பது","என்பது"
"rpq;fs","Legacy Font Encoding","சிங்கள","சிங்கள"
"kf;fspd;","Legacy Font Encoding","மக்களின்","மக்களின்"
"tuyhNw","Legacy Font Encoding","வரலாறே","வரலாறே"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"hPjpapy;","Legacy Font Encoding","ரீதியில்","ரீதியில்"
"ghl","Legacy Font Encoding","பாட","பாட"
"E}y;fspy;","Legacy Font Encoding","நூல்களில்","நூல்களில்"
"fhl;lg;gLfpwJ.","Legacy Font Encoding","காட்டப்படுகிறது.","காட்டப்படுகிறது."
">yq;ifapy;","Legacy Font Encoding","இலங்கையில்","இலங்கையில்"
"Kjypy;","Legacy Font Encoding","முதலில்","முதலில்"
"FbNawpath;fs;","Legacy Font Encoding","குடியேறியவர்கள்","குடியேறியவர்கள்"
"rpq;fsth;fNs","Legacy Font Encoding","சிங்களவர்களே","சிங்களவர்களே"
"vd;W","Legacy Font Encoding","என்று","என்று"
"tuyhW","Legacy Font Encoding","வரலாறு","வரலாறு"
"$Wtjhf","Legacy Font Encoding","$றுவதாக","$றுவதாக"
"vOjg;gl;bUf;fpwJ.","Legacy Font Encoding","எழுதப்பட்டிருக்கிறது.","எழுதப்பட்டிருக்கிறது."
">e;epiyapy;","Legacy Font Encoding","இந்நிலையில்","இந்நிலையில்"
">uh.","Legacy Font Encoding","இரா.","இரா."
"fdfuj;jpdj;jpd;","Legacy Font Encoding","கனகரத்தினத்தின்","கனகரத்தினத்தின்"
"Njly;fSk;","Legacy Font Encoding","தேடல்களும்","தேடல்களும்"
"gjpTfSk;","Legacy Font Encoding","பதிவுகளும்","பதிவுகளும்"
"vj;Jiz","Legacy Font Encoding","எத்துணை","எத்துணை"
"Kf;fpakhd","Legacy Font Encoding","முக்கியமான","முக்கியமான"
"jlaq;fs;","Legacy Font Encoding","தடயங்கள்","தடயங்கள்"
"vd;gij","Legacy Font Encoding","என்பதை","என்பதை"
"jkpogpkhdpfs;","Legacy Font Encoding","தமிழபிமானிகள்","தமிழபிமானிகள்"
"czh;e;J","Legacy Font Encoding","உணர்ந்து","உணர்ந்து"
"nfhs;tJ","Legacy Font Encoding","கொள்வது","கொள்வது"
